original_title,genres,actor1,actor2,director,popularity,release_date,vote_average,vote_count,production_companies,budget_adj,revenue_adj,release_year,runtime,id,imdb_id
Kung Fury,Action,David Sandberg,Jorma Taccone,David Sandberg,0.953046,5/28/15,7.7,487,Laser Unicorns,579617.224968421,113802822.54054782,2015,31,251516,tt3472226
The Perfect Guy,Drama,Michael Ealy,Sanaa Lathan,David M. Rosenthal,0.950793,9/11/15,5.6,122,Screen Gems,11039995.1424021,55451294.7614303,2015,100,304372,tt3862750
A Bigger Splash,Crime,Tilda Swinton,Matthias Schoenaerts,Luca Guadagnino,0.9384319999999999,11/26/15,5.8,69,StudioCanal,36465392.87917733,1781601.29609542,2015,120,324807,tt2056771
While We're Young,Drama,Ben Stiller,Naomi Watts,Noah Baumbach,0.9376200000000001,3/27/15,5.9,265,Scott Rudin Productions,9199995.95200178,6980483.12858742,2015,97,252512,tt1791682
Get Hard,Comedy,Will Ferrell,Kevin Hart,Etan Cohen,0.9273389999999999,3/26/15,5.9,661,Gary Sanchez Productions,36799983.808007106,97990493.6441828,2015,100,257091,tt2561572
Kidnapping Mr. Heineken,Drama,Anthony Hopkins,Jim Sturgess,Daniel Alfredson,0.91704,3/12/15,5.8,131,Umedia,36465392.87917733,113802822.54054782,2015,95,228968,tt2917388
The Ridiculous 6,Comedy,Adam Sandler,Taylor Lautner,Frank Coraci,0.913085,12/11/15,4.8,252,Happy Madison Productions,55199975.71201059,113802822.54054782,2015,119,347969,tt2479478
Kill Me Three Times,Comedy,Teresa Palmer,Simon Pegg,Kriv Stenders,0.90686,4/10/15,5.1,96,Parabolic Pictures,36465392.87917733,113802822.54054782,2015,90,237756,tt2393845
The 33,History,Antonio Banderas,Rodrigo Santoro,Patricia Riggen,0.9060360000000001,8/6/15,5.8,262,Alcon Entertainment,22999989.8800044,22910495.079382103,2015,120,293646,tt2006295
Suffragette,Drama,Carey Mulligan,Helena Bonham Carter,Sarah Gavron,0.898295999999999,10/16/15,7.1,231,Ruby Films,12879994.3328024,14722219.9222232,2015,106,245168,tt3077214
45 Years,Drama,Charlotte Rampling,Tom Courtenay,Andrew Haigh,0.8944770000000001,8/28/15,6.0,167,The Bureau,36465392.87917733,113802822.54054782,2015,95,311291,tt3544082
We Are Your Friends,Drama,Zac Efron,Emily Ratajkowski,Max Joseph,0.880937999999999,8/26/15,6.2,412,Working Title Films,5519997.57120106,10232318.297779901,2015,96,301351,tt3787590
Barely Lethal,Adventure,Hailee Steinfeld,Sophie Turner,Kyle Newman,0.880268,4/30/15,5.5,215,A24,36465392.87917733,5588.997540841079,2015,96,248574,tt1731701
Extraction,Action,Bruce Willis,Gina Carano,Steven C. Miller,0.872149,12/18/15,4.2,57,Emmett/Furla Films,36465392.87917733,15432.9932094829,2015,83,326425,tt4382872
Jenny's Wedding,Comedy,Katherine Heigl,Tom Wilkinson,Mary Agnes Donoghue,0.8611790000000001,7/31/15,5.2,92,MM Productions,36465392.87917733,113802822.54054782,2015,94,342474,tt3289712
Descendants,Music,Booboo Stewart,Dove Cameron,Kenny Ortega,0.848748,7/31/15,6.7,262,Walt Disney Television,36465392.87917733,113802822.54054782,2015,112,277217,tt3440298
Tumbledown,Music,Joe Manganiello,Jason Sudeikis,Sean Mewshaw,0.843174,4/18/15,6.6,22,Echo Films,36465392.87917733,113802822.54054782,2015,105,207936,tt2338424
Far from the Madding Crowd,Romance,Carey Mulligan,Matthias Schoenaerts,Thomas Vinterberg,0.842202,5/1/15,6.9,220,Fox Searchlight Pictures,36465392.87917733,27811566.6029106,2015,119,250734,tt2935476
The End of the Tour,Drama,Jason Segel,Jesse Eisenberg,James Ponsoldt,0.8369409999999989,7/31/15,7.3,126,A24,36465392.87917733,2762652.06443309,2015,106,249688,tt3416744
The Second Best Exotic Marigold Hotel,Drama,Dev Patel,Judi Dench,John Madden,0.8324870000000001,2/26/15,6.4,196,Participant Media,9199995.95200178,79099969.91601321,2015,122,268238,tt2555736
Little Boy,Comedy,Jakob Salvati,Emily Watson,Alejandro Monteverde,0.829111,4/23/15,7.1,113,Metanoia Films,18399991.9040035,5906690.88105601,2015,106,256962,tt1810683
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Action,Nolan North,Troy Baker,Brandon Vietti,0.821443,2/10/15,6.4,14,Warner Bros. Animation,36465392.87917733,113802822.54054782,2015,48,322456,tt4189260
Remember,Drama,Christopher Plummer,Martin Landau,Atom Egoyan,0.820691,10/23/15,7.7,75,Serendipity Point Films,36465392.87917733,1827684.9958186,2015,94,302528,tt3704050
Aloha,Adventure,Bradley Cooper,Emma Stone,Cameron Crowe,0.814206,5/27/15,5.2,469,Columbia Pictures,34039985.0224065,24150007.7739965,2015,105,222936,tt1243974
Accidental Love,Romance,Jake Gyllenhaal,Jessica Biel,David O. Russell|Stephen Greene,0.813893,2/10/15,3.6,64,K. JAM Media,23919989.475204602,113802822.54054782,2015,100,316002,tt1137470
Halo: The Fall of Reach,Action,Steve Downes,Jen Taylor,Ian Kirby,0.810667,10/27/15,5.3,32,343 Industries,36465392.87917733,113802822.54054782,2015,67,365806,tt4856322
Our Brand Is Crisis,Drama,Sandra Bullock,Anthony Mackie,David Gordon Green,0.795762,9/11/15,5.7,122,Participant Media,25759988.665604897,6442077.28548599,2015,108,10317,tt1018765
Into the Forest,Drama,Ellen Page,Evan Rachel Wood,Patricia Rozema,0.792471,6/3/15,5.1,57,Rhombus Media,36465392.87917733,113802822.54054782,2015,101,334538,tt2625810
The Invitation,Thriller,Michiel Huisman,Logan Marshall-Green,Karyn Kusama,0.7879689999999989,3/13/15,6.4,192,Pandastorm Pictures,36465392.87917733,213197.946192903,2015,100,306947,tt2400463
The Benefactor,Drama,Dakota Fanning,Theo James,Andrew Renzi,0.781809,4/17/15,4.5,55,KSM,36465392.87917733,113802822.54054782,2015,90,328901,tt3165630
Open Season: Scared Silly,Animation,Garry Chalk,Kathleen Barr,David Feiss,0.7739090000000001,12/31/15,5.6,33,Sony Pictures Animation,36465392.87917733,113802822.54054782,2015,85,382517,tt4938374
Cop Car,Thriller,Kevin Bacon,James Freedson-Jackson,Jon Watts,0.77107,8/7/15,5.5,174,Park Pictures,36465392.87917733,123787.785533374,2015,86,310133,tt3813310
Mojave,Thriller,Oscar Isaac,Garrett Hedlund,William Monahan,0.768138,4/18/15,4.3,17,Atlas Independent,36465392.87917733,113802822.54054782,2015,93,237584,tt2322517
Sleeping with Other People,Comedy,Jason Sudeikis,Alison Brie,Leslye Headland,0.758133,6/26/15,6.2,197,Sidney Kimmel Entertainment,36465392.87917733,2956985.41892641,2015,100,288036,tt3165612
Forsaken,Western,Demi Moore,Kiefer Sutherland,Jon Cassar,0.747541,9/16/15,5.6,53,Minds Eye Entertainment,10119995.5472019,113802822.54054782,2015,90,354110,tt2271563
Amy,Documentary,Amy Winehouse,Mark Ronson,Asif Kapadia,0.738404,7/3/15,7.5,345,On The Corner Films,36465392.87917733,7740089.0743608,2015,128,331781,tt2870648
Madame Bovary,Drama,Mia Wasikowska,Ezra Miller,Sophie Barthes,0.7299,6/4/15,5.3,52,A Company Filmproduktionsgesellschaft,36465392.87917733,113802822.54054782,2015,118,253161,tt2334733
The Hallow,Fantasy,Joseph Mawle,Bojana NovakoviÄ‡,Corin Hardy,0.719407,11/6/15,4.9,122,Prescience,36465392.87917733,113802822.54054782,2015,97,312831,tt2474976
Barbie in Princess Power,Family,Britt Irvin,Michael Kopsa,Zeke Norton,0.7141310000000001,1/29/15,5.5,13,Mattel Playground Productions,36465392.87917733,113802822.54054782,2015,74,316322,tt4215332
Freeheld,Romance,Julianne Moore,Ellen Page,Peter Sollett,0.706023,10/2/15,7.1,86,Double Feature Films,6439997.16640124,527467.967914094,2015,103,306745,tt1658801
Man Up,Romance,Simon Pegg,Lake Bell,Ben Palmer,0.7013699999999989,5/29/15,6.5,264,Big Talk Productions,36465392.87917733,113802822.54054782,2015,88,332340,tt3064298
Truth,Drama,Robert Redford,Cate Blanchett,James Vanderbilt,0.69957,9/12/15,6.4,89,Echo Lake Entertainment,8831996.11392171,2338228.65117939,2015,121,300693,tt3859076
Return to Sender,Thriller,Rosamund Pike,Rumer Willis,Fouad Mikati,0.696184,5/31/15,5.0,88,Voltage Pictures,36465392.87917733,113802822.54054782,2015,95,333381,tt2948790
Danny Collins,Comedy,Al Pacino,Annette Bening,Dan Fogelman,0.690479,3/20/15,6.6,114,Big Indie Pictures,9199995.95200178,9968887.45368952,2015,107,256924,tt1772288
Rock the Kasbah,Comedy,Bill Murray,Zooey Deschanel,Barry Levinson,0.6895789999999989,10/22/15,5.1,56,Shangri-La Entertainment,13799993.9280026,2779009.65723575,2015,100,253414,tt3164256
Fathers and Daughters,Drama,Amanda Seyfried,Kylie Rogers,Gabriele Muccino,0.689571,10/1/15,7.0,142,Andrea Leone Films,2060799.09324839,113802822.54054782,2015,116,254172,tt2582502
"Hello, My Name Is Doris",Comedy,Sally Field,Max Greenfield,Michael Showalter,0.6737920000000001,11/27/15,6.6,87,Red Crown Productions,919999.595200178,13289393.2326669,2015,95,320588,tt3766394
The Vatican Tapes,Thriller,Olivia Taylor Dudley,Michael PeÃ±a,Mark Neveldine,0.669351,7/24/15,4.5,164,Lakeshore Entertainment,11959994.737602301,1641981.23752825,2015,91,157544,tt1524575
99 Homes,Drama,Andrew Garfield,Laura Dern,Ramin Bahrani,0.661471,9/25/15,6.8,121,Imagenation Abu Dhabi FZ,7359996.76160142,1298972.2684521999,2015,112,283235,tt2891174
Hot Tub Time Machine 2,Comedy,Rob Corddry,Craig Robinson,Steve Pink,0.6611630000000001,2/20/15,5.0,244,Paramount Pictures,12879994.3328024,11329473.935031401,2015,93,243938,tt2637294
Knight of Cups,Romance,Christian Bale,Cate Blanchett,Terrence Malick,0.654335,9/10/15,5.7,101,Waypoint Entertainment,36465392.87917733,113802822.54054782,2015,118,86835,tt2101383
Manglehorn,Drama,Al Pacino,Chris Messina,David Gordon Green,0.654046,6/3/15,5.0,35,Worldview Entertainment,3679998.38080071,131652.86207274,2015,97,254905,tt2893490
Mississippi Grind,Drama,Ryan Reynolds,Ben Mendelsohn,Ryan Fleck|Anna Boden,0.649628,7/4/15,5.7,74,Electric City Entertainment,36465392.87917733,113802822.54054782,2015,108,309242,tt2349144
400 Days,Mystery,Caity Lotz,Brandon Routh,Matt Osterman,0.644786,10/29/15,4.2,98,New Artists Alliance,36465392.87917733,113802822.54054782,2015,91,332502,tt3774790
Lava,Animation,Napua Greig,Kuana Torres Kahele,James Ford Murphy,0.640151,6/19/15,7.3,298,Pixar Animation Studios,36465392.87917733,113802822.54054782,2015,7,286192,tt3824386
Air,Thriller,Norman Reedus,Djimon Hounsou,Christian Cantamessa,0.638556999999999,8/14/15,4.7,135,Automatik Entertainment,36465392.87917733,113802822.54054782,2015,94,284674,tt2091478
Riot,Action,Matthew Reese,Dolph Lundgren,John Lyde,0.633608,9/27/15,5.0,11,Mainstay Productions,36465392.87917733,113802822.54054782,2015,88,360055,tt4642044
Septembers of Shiraz,Drama,Adrien Brody,Salma Hayek,Wayne Blair,0.629560999999999,9/15/15,5.9,14,Eclectic pictures,36465392.87917733,113802822.54054782,2015,110,352179,tt3661298
Every Thing Will Be Fine,Drama,James Franco,Rachel McAdams,Wim Wenders,0.607124,4/2/15,5.1,44,Neue Road Movies,36465392.87917733,7391.27674783823,2015,118,246127,tt1707380
Extinction,Drama,Matthew Fox,Jeffrey Donovan,Miguel Ãngel Vivas,0.606113,8/7/15,5.3,135,Vaca Films,36465392.87917733,113802822.54054782,2015,110,338676,tt3467412
The Childhood of a Leader,Mystery,BÃ©rÃ©nice Bejo,Liam Cunningham,Brady Corbet,0.604928,9/2/15,3.6,25,Hepp Film,36465392.87917733,113802822.54054782,2015,116,330982,tt2815902
A Walk in the Woods,Drama,Robert Redford,Nick Nolte,Ken Kwapis,0.602165,9/2/15,5.4,171,Wildwood Enterprises,7359996.76160142,33111785.4708143,2015,104,232572,tt1178665
Clown,Horror,Peter Stormare,Laura Allen,Jon Watts,0.599751,3/2/15,5.2,182,Zed Filmworks,36465392.87917733,113802822.54054782,2015,100,112454,tt1780798
The Lazarus Effect,Thriller,Olivia Wilde,Mark Duplass,David Gelb,0.599655,1/29/15,4.9,327,Lionsgate,3035998.66416058,58981843.80798871,2015,83,243940,tt2918436
Batman vs. Robin,Action,Jason O'Mara,Stuart Allan,Jay Oliva,0.589472,4/14/15,6.8,142,Warner Bros. Animation,36465392.87917733,113802822.54054782,2015,72,321528,tt4324274
Careful What You Wish For,Thriller,Dermot Mulroney,Kandyse McClure,Elizabeth Allen Rosenbaum,0.586735,5/6/15,5.4,57,Hyde Park Entertainment,7359996.76160142,113802822.54054782,2015,91,317744,tt1629242
Racing Extinction,Adventure,Elon Musk,Jane Goodall,Louie Psihoyos,0.584363,1/24/15,7.8,36,,36465392.87917733,113802822.54054782,2015,90,300792,tt1618448
Unfinished Business,Comedy,Vince Vaughn,Dave Franco,Ken Scott,0.577814,3/5/15,4.9,241,Studio Babelsberg,32199985.8320062,13276746.918231301,2015,90,239573,tt2358925
Lost River,Fantasy,Christina Hendricks,Saoirse Ronan,Ryan Gosling,0.570743999999999,4/8/15,5.7,129,Bold Films,1839999.19040035,41796.5016095392,2015,95,167810,tt2366608
Cobain: Montage of Heck,Music,Kurt Cobain,Dave Grohl,Brett Morgen,0.569443,3/23/15,7.5,197,HBO Documentary Films,36465392.87917733,113802822.54054782,2015,132,319075,tt4229236
Hyena Road,War,Paul Gross,Rossif Sutherland,Paul Gross,0.561032,10/9/15,5.7,29,Rhombus Media,36465392.87917733,113802822.54054782,2015,120,316042,tt4034452
Criminal Activities,Thriller,Dan Stevens,John Travolta,Jackie Earle Haley,0.560743999999999,11/20/15,5.9,67,NeeNee Productions,6439997.16640124,113802822.54054782,2015,94,334527,tt3687310
"McFarland, USA",Drama,Kevin Costner,Ramiro Rodriguez,Niki Caro,0.553238,2/20/15,7.4,139,Walt Disney Pictures,36465392.87917733,42053235.776576206,2015,128,228203,tt2097298
Backtrack,Horror,Adrien Brody,Sam Neill,Michael Petroni,0.5485869999999989,7/25/15,5.4,52,Head Gear Films,36465392.87917733,113802822.54054782,2015,90,332704,tt2784936
X+Y,Drama,Asa Butterfield,Rafe Spall,Morgan Matthews,0.5478270000000001,3/13/15,6.0,133,Original Pictures,36465392.87917733,113802822.54054782,2015,111,278236,tt3149038
Home Sweet Hell,Drama,Katherine Heigl,Patrick Wilson,Anthony Burns,0.546458,3/13/15,4.9,136,Darko Entertainment,2759998.78560053,113802822.54054782,2015,98,276839,tt2802136
Ooops! Noah is Gone...,Animation,Tara Flynn,Alan Stanford,Toby Genkel|Sean McCormack,0.542568,4/9/15,5.7,50,Skyline Entertainment,5519997.57120106,113802822.54054782,2015,85,326215,tt3411432
The Unspoken,Thriller,Jodelle Ferland,Sunny Suljic,Sheldon Wilson,0.5327,10/24/15,4.1,10,Lighthouse Pictures,36465392.87917733,113802822.54054782,2015,90,363689,tt4229298
Hot Girls Wanted,Documentary,Rachel Bernard,Belle Knox,Jill Bauer|Ronna Gradus,0.532239,5/29/15,5.9,158,Two to Tangle Productions,36465392.87917733,113802822.54054782,2015,84,318256,tt4382552
The Gallows,Horror,Cassidy Gifford,Ryan Shoos,Travis Cluff|Chris Lofing,0.532205,7/10/15,5.0,247,New Line Cinema,91999.95952001779,39251239.9294544,2015,87,299245,tt2309260
Dirty Weekend,Drama,Matthew Broderick,Alice Eve,Neil LaBute,0.52985,9/4/15,4.8,12,Horsethief Pictures,36465392.87917733,113802822.54054782,2015,93,333344,tt3194590
I Spit on Your Grave III: Vengeance is Mine,Horror,Sarah Butler,Jennifer Landon,R.D. Braunstein,0.527957,10/9/15,5.0,100,Cinetel Films,36465392.87917733,113802822.54054782,2015,91,357096,tt4530884
Experimenter,History,Peter Sarsgaard,Winona Ryder,Michael Almereyda,0.526642,10/16/15,6.9,94,FJ Productions,36465392.87917733,113802822.54054782,2015,97,309299,tt3726704
By the Sea,Drama,Angelina Jolie,Brad Pitt,Angelina Jolie,0.524315,11/12/15,5.4,82,Plan B Entertainment,9199995.95200178,3068131.49002214,2015,122,314385,tt3707106
Woodlawn,Drama,C. Thomas Howell,Sean Astin,Andrew Erwin|Jon Erwin,0.52025,10/16/15,6.8,32,Sony Pictures,36465392.87917733,113802822.54054782,2015,123,333596,tt4183692
The Hollow,Horror,Stephanie Hunt,Sarah Dugdale,Sheldon Wilson,0.516954,10/24/15,5.1,19,Sonar Entertainment,36465392.87917733,113802822.54054782,2015,90,361042,tt4472596
Visions,Thriller,Isla Fisher,Anson Mount,Kevin Greutert,0.515401,8/28/15,5.5,67,Blumhouse Productions,36465392.87917733,113802822.54054782,2015,80,353686,tt2954474
Beyond the Mask,Action,Andrew Cheney,John Rhys-Davies,Chad Burns,0.514735,4/6/15,6.2,13,Burns Family Studios,36465392.87917733,1137205.97962936,2015,103,318954,tt2433040
I Am Here,Drama,Kim Basinger,Jordan Prentice,Anders Morgenthaler,0.513386,6/12/15,4.0,18,Zentropa Entertainments,36465392.87917733,113802822.54054782,2015,97,289191,tt3004746
Wild Horses,Crime,Robert Duvall,James Franco,Robert Duvall,0.50732,6/5/15,4.1,16,Patriot Pictures,36465392.87917733,113802822.54054782,2015,100,324333,tt4442130
Pressure,Drama,Danny Huston,Joe Cole,Ron Scalpello,0.5048279999999989,6/4/15,5.0,29,Isle of Man Film,36465392.87917733,113802822.54054782,2015,91,252164,tt3029476
Hidden,Thriller,Alexander SkarsgÃ¥rd,Andrea Riseborough,Ross Duffer|Matt Duffer,0.5024890000000001,9/15/15,6.5,96,Primal Pictures,36465392.87917733,113802822.54054782,2015,83,360784,tt2131532
Hell & Back,Fantasy,Mila Kunis,Bob Odenkirk,Tom Gianas|Ross Shuman,0.49726499999999996,10/2/15,4.3,47,Freestyle Releasing,36465392.87917733,145146.496135541,2015,86,336313,tt2141773
Robot Overlords,Adventure,Gillian Anderson,Ben Kingsley,Jon Wright,0.48635100000000003,1/29/15,4.9,63,British Film Institute (BFI),19319991.4992037,113802822.54054782,2015,90,240483,tt2145829
The Man with the Iron Fists 2,Action,RZA,Dustin Nguyen,Roel ReinÃ©,0.482422,3/10/15,4.7,43,Living Films,36465392.87917733,113802822.54054782,2015,90,321494,tt3625152
LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,Action,Mark Hamill,Troy Baker,Rick Morales,0.47784,8/25/15,6.8,17,Warner Bros. Animation,36465392.87917733,113802822.54054782,2015,67,353595,tt4938416
Crown for Christmas,TV Movie,Danica McKellar,Rupert Penry-Jones,Alex Zamm,0.47634099999999996,11/27/15,7.6,10,,36465392.87917733,113802822.54054782,2015,84,360603,tt5133572
Spare Parts,Action,Carlos PenaVega,George Lopez,Sean McNamara,0.475473,1/16/15,6.6,38,Brookwell-McNamara Entertainment,36465392.87917733,113802822.54054782,2015,83,264337,tt3233418
The World Made Straight,Drama,Haley Joel Osment,Minka Kelly,David Burris,0.474788,1/9/15,5.8,13,Myriad Pictures,36465392.87917733,113802822.54054782,2015,119,289716,tt2420166
Last Shift,Horror,Juliana Harkavy,Joshua Mikel,Anthony DiBlasi,0.47462600000000005,10/6/15,5.6,77,Skyra Entertainment,36465392.87917733,113802822.54054782,2015,88,296065,tt2965466
Cartel Land,Drama,Robert Hetrick,JosÃ© Manuel Mireles Valverde,Matthew Heineman,0.471393,7/3/15,7.5,112,The Documentary Group,36465392.87917733,113802822.54054782,2015,100,317952,tt4126304
Superfast!,Comedy,Alex Ashbaugh,Dale Pavinkski,Jason Friedberg|Aaron Seltzer,0.471091,3/5/15,4.4,60,The Safran Company,18399991.9040035,113802822.54054782,2015,99,325358,tt2933474
Moonwalkers,Comedy,Rupert Grint,Ron Perlman,Antoine Bardou-Jacquet,0.470991,3/14/15,6.0,53,Nexus Factory,36465392.87917733,113802822.54054782,2015,107,272548,tt2718440
Chi-Raq,Music,Teyonah Parris,Nick Cannon,Spike Lee,0.470124,12/4/15,5.9,33,40 Acres & A Mule Filmworks,36465392.87917733,113802822.54054782,2015,127,340275,tt4594834
Bad Asses on the Bayou,Comedy,Danny Trejo,Danny Glover,Craig Moss,0.467556,3/6/15,5.8,24,Sense and Sensibility Ventures,4875997.85456094,113802822.54054782,2015,85,309887,tt3525346
Strange Magic,Music,Alan Cumming,Evan Rachel Wood,Gary Rydstrom,0.465707,1/23/15,6.1,68,Lucasfilm,36465392.87917733,12515171.2533246,2015,99,302429,tt4191054
Black or White,Drama,Kevin Costner,Jennifer Ehle,Mike Binder,0.46208999999999995,1/30/15,6.7,72,Treehouse Pictures,8279996.356801599,19845485.147986498,2015,121,253331,tt2883434
Dead Rising,Horror,Jesse Metcalfe,Meghan Ory,Zach Lipovsky,0.45959700000000003,3/27/15,4.9,82,Di Bonaventura Pictures,36465392.87917733,113802822.54054782,2015,118,293771,tt3816458
Deathgasm,Comedy,Milo Cawthorne,Kimberley Crossman,Jason Lei Howden,0.454151,8/28/15,6.5,83,The New Zealand Film Commission,36465392.87917733,113802822.54054782,2015,86,323373,tt3705412
Justice League: Gods and Monsters,Action,Benjamin Bratt,Michael C. Hall,Sam Liu,0.45293900000000004,7/28/15,6.9,99,DC Comics,36465392.87917733,113802822.54054782,2015,76,323027,tt4324302
I Saw the Light,Drama,Tom Hiddleston,Elizabeth Olsen,Marc Abraham,0.45087200000000005,9/11/15,5.6,19,Bron Studios,11959994.737602301,1515044.29338051,2015,123,297806,tt1490785
Good Kill,Action,Ethan Hawke,January Jones,Andrew Niccol,0.45016000000000006,4/9/15,5.7,132,Voltage Pictures,36465392.87917733,291154.11189219,2015,104,253626,tt3297330
Southbound,Fantasy,Kate Beahan,Matt Bettinelli-Olpin,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,0.44426499999999997,9/17/15,6.0,73,Willowbrook Regent Films,36465392.87917733,113802822.54054782,2015,89,354251,tt4935334
